Timestamp,HeartRate
734.546214745848,87.0
1724.77181474585,87.0
2715.94271474585,86.0
2715.94271474585,86.0
3704.13501474585,86.0
4694.64521474585,86.0
5684.90251474585,86.0
6675.02741474585,86.0
7664.12981474585,86.0
8654.93281474585,86.0
9644.36081474585,86.0
10634.1790147458,86.0
11624.2859147458,86.0
12614.8696147458,86.0
13604.5452147458,85.4
14594.3756147458,
15584.5677147458,
16575.0678147458,
17564.2977147458,
18554.4793147458,
19544.8474147459,
20534.9856147458,
21525.1902147458,
22514.9620147458,80.0
23504.1805147459,80.0
24494.2153147458,80.0
25484.9832147458,79.0
26969.1460147458,79.0
27464.7044147459,79.0
28949.5952147458,79.0
29939.5949147458,79.0
30930.4353147458,79.0
31920.0870147458,79.0
32909.5118147458,78.92
33899.2372147458,
34889.9231147458,
35879.4180147458,
36869.9558147458,
37859.6203147458,
38850.1698147458,
40334.3306147458,
40829.4901147458,
41819.5364147458,
42809.3386147458,
43798.9367147458,
44789.7516147458,
45780.3851147458,
46769.4553147458,
47760.1457147458,
48749.8201147458,
49739.7260147458,
50729.0436147458,
51719.5519147458,
52709.9142147458,
53699.7229147458,
54689.4531147458,
55679.2356147458,
56669.9702147458,77.0
57659.6111147458,76.0
58650.2555147458,76.0
59638.8741147458,76.0
60628.9845147458,76.0
61619.8671147458,76.0
62609.3374147458,76.0
63599.7052147458,76.0
64589.7781147458,76.0
66569.5376147459,76.0
66570.5333147459,76.0
67559.3719147458,76.0
68549.1159147459,75.97222222222223
69539.8598147459,
70530.7761147459,
71519.1679147458,
72509.3853147459,
73499.0719147459,
74489.7845147459,
75479.4320147458,
76469.4613147459,
77459.5658147459,
78944.8349147459,
79934.7099147459,
80924.7251147459,
81914.8592147459,
82905.3999147459,
83895.2616147458,
84884.0484147458,
85874.5293147459,
86864.9847147458,
87854.8819147459,
88843.9837147458,
89834.2610147458,
90824.8730147459,
91814.2980147459,
92804.3803147459,
93794.5121147459,
94784.5750147458,
95774.5691147459,
96765.1281147459,
97754.5474147459,
98744.2199147459,
99734.8676147459,
100724.146214746,
101714.869614746,
101714.869614746,
102704.764814746,75.0
103694.745014746,75.0
105179.513614746,75.0
105673.931614746,75.0
106664.714114746,75.0
107654.845814746,75.0
107654.845814746,75.0
108643.939114746,75.0
109634.188214746,75.0
110624.917014746,75.0
111614.902414746,75.0
112603.908714746,75.0
113594.802514746,75.0
114584.469814746,74.0
115574.107214746,74.0
116564.892514746,72.0
116564.892514746,72.0
117554.716814746,70.0
118544.734514746,69.0
119534.111114746,69.0
120524.183514746,69.0
121515.025214746,68.0
121515.025214746,68.0
122504.111514746,68.0
123494.773314746,68.0
124483.892814746,68.0
125474.441414746,69.0
126464.596814746,70.0
126464.596814746,70.0
127949.591114746,70.0
128939.592914746,70.0
129928.809814746,72.0
129928.809814746,72.0
130919.619214746,72.0
131909.111314746,73.0
132900.021814746,74.0
133889.140414746,74.0
134879.758914746,74.0
135870.040014746,73.0
136859.909214746,72.0
136859.909214746,72.0
137850.128814746,71.0
138839.567014746,71.0
139829.288414746,71.0
140819.949614746,72.0
141810.066114746,72.0
142799.770114746,71.0
142799.770114746,71.0
143789.320214746,71.0
144778.985614746,70.0
145769.759914746,70.0
146759.817214746,70.0
147749.552714746,70.0
148739.989514746,70.0
148739.989514746,70.0
149729.261014746,70.0
150718.967314746,71.0
151709.609314746,71.0
152699.428014746,70.0
153689.787014746,70.0
154678.894014746,69.0
155669.695614746,69.0
156659.520114746,69.0
156659.520114746,69.0
157649.764314746,69.0
158639.180914746,69.0
159628.871814746,69.0
160619.919014746,69.0
160619.919014746,69.0
161609.639014746,70.0
162599.931814746,70.0
163589.208614746,71.0
163589.208614746,71.0
164579.530414746,72.0
165569.589414746,73.0
166559.082914746,74.0
168044.658014746,75.0
168539.099414746,74.0
168539.099414746,74.0
169530.592814746,73.0
170519.930714746,72.0
171509.457614746,72.0
172500.530514746,72.0
172500.530514746,72.0
173984.111414746,73.0
174479.108914746,73.0
175469.350114746,73.0
176459.063114746,74.0
177944.693614746,73.0
178934.338214746,72.0
178934.338214746,72.0
179924.940014746,71.0
180914.701414746,71.0
181905.031514746,72.0
182894.690314746,73.0
183884.499814746,73.0
184874.513814746,72.0
184874.513814746,72.0
185864.146514746,72.0
186854.667814746,72.0
187845.587114746,72.0
188834.147114746,72.0
190814.748614746,71.0
190814.748614746,71.0
190814.748614746,71.0
191804.989914746,71.0
192794.330214746,71.0
193784.956614746,71.0
194773.744114746,71.0
195764.725814746,71.0
195764.725814746,71.0
196755.238414746,71.0
197744.697414746,71.0
198733.935814746,71.0
199724.307414746,70.0
200714.099314746,69.0
200714.099314746,69.0
201704.276214746,69.0
202694.393914746,69.0
203684.544514746,70.0
204674.779014746,71.0
205664.275814746,71.0
206654.171314746,72.0
207644.367214746,72.0
208634.186114746,72.0
209623.928114746,72.0
210614.154714746,73.0
211604.576914746,74.0
212594.170914746,75.0
213584.099214746,76.0
214573.777014746,76.0
215565.026214746,76.0
216555.196814746,76.0
217544.369114746,77.0
218535.063514746,77.0
219524.189514746,77.0
220514.455914746,78.0
221504.233214746,78.0
222494.372714746,78.0
223979.426214746,78.0
224473.767214746,78.0
225464.300614746,78.0
226949.510714746,78.0
227940.933414746,78.0
228929.534914746,78.0
229918.974214746,78.0
230909.672114746,78.1
231898.587114746,
232889.239314746,
233879.560414746,
234869.580014746,
235858.893014746,
236848.929114746,
238334.292014746,
238828.593314746,
239819.264614746,79.0
239819.264614746,79.0
240809.653014746,79.0
241799.167614746,79.0
242789.127814746,79.0
243780.457914746,79.0
243780.457914746,79.0
244769.421514746,79.0
245759.060514746,79.0
246749.590014746,79.0
247739.366214746,79.0
248729.430814746,79.0
249718.910614746,79.0
250709.000714746,79.0
251699.701414746,79.0
252689.350814746,79.0
253679.293014746,79.0
253679.293014746,79.0
254669.583414746,79.0
255660.144814746,79.0
256648.862914746,79.0
257639.179014746,79.0
258629.884614746,79.0
259618.914214746,80.0
260609.218114746,80.0
261599.197814746,81.0
262588.878114746,81.0
262588.878114746,81.0
263579.554014746,81.0
265559.525014746,81.0
265560.137114746,82.0
265560.137114746,82.0
266548.869214746,82.0
267539.179114746,82.0
268530.659714746,83.0
268530.659714746,83.0
269518.642014746,84.0
270509.596414746,84.0
270509.596414746,84.0
271499.425214746,85.0
272489.815314746,86.0
273478.674014746,87.0
274470.440314746,85.0
274470.440314746,85.0
275459.945614746,83.0
276944.458514746,82.0
277934.544914746,81.0
278923.907914746,80.0
278923.907914746,80.0
279914.322214746,80.0
280903.853214746,80.0
281894.735114746,80.0
281894.735114746,80.0
282883.623014746,80.0
283873.730814746,80.0
284864.045214746,79.0
285854.268514746,79.0
286844.565214746,77.0
286844.565214746,77.0
287834.100314746,77.0
289814.322814746,76.0
289814.322814746,76.0
289814.322814746,76.0
290805.033414746,76.0
291793.736114746,77.0
292784.582514746,77.0
292784.582514746,77.0
293774.510614746,78.0
294764.531814746,78.0
296248.826314746,78.0
296248.826314746,78.0
296744.574014746,78.0
297733.911114746,79.0
298723.910314746,79.0
298723.910314746,79.0
299715.290614746,80.0
300703.747014746,79.0
302189.260714746,79.0
302683.574014746,78.0
303674.929514746,77.0
303674.929514746,77.0
304664.322314746,77.0
305654.264214746,76.0
306644.514014746,76.0
308129.192614746,75.0
308129.192614746,75.0
308625.601814746,75.0
309613.505014746,75.0
310604.586514746,77.0
310604.586514746,77.0
311594.449314746,78.0
312584.252314746,78.0
314564.635814746,79.0
315059.578414746,79.0
315059.578414746,79.0
315553.891014746,79.0
316544.342714746,78.0
317534.013714746,77.0
318523.986414746,76.0
320008.687814746,75.0
320008.687814746,75.0
320504.972114746,74.0
321493.601414746,74.0
322483.748214746,74.0
323473.872514746,75.0
323473.872514746,75.0
324463.876314746,75.0
325948.829814746,75.0
326940.089414746,75.0
327929.393014746,75.0
327929.393014746,75.0
328919.092414746,74.0
329909.349114746,74.0
330899.300014746,74.0
330899.300014746,74.0
331889.929714746,76.0
332879.533214746,76.0
333868.612214746,75.0
334858.938114746,75.0
334858.938114746,75.0
335849.500414746,75.0
336839.528014746,75.0
336839.528014746,75.0
337829.445614746,75.0
338819.405914746,75.0
339813.117014746,77.0
339813.117014746,77.0
340799.236414746,78.0
341788.757214746,78.0
342779.385814746,77.0
343768.782714746,77.0
343768.782714746,77.0
344759.318914746,77.0
345749.242914746,77.0
346739.659614746,77.0
346739.659614746,77.0
